     53 -9223372036854775808
     28 7574
     21 6454
     16 36100
     15 37623
     13 6573
     12 7741
     11 1608454
     10 225164
      9 7725
      9 75366
      8 48701
      8 40690
      8 307959
      7 6500
      7 43700
      7 42526
      7 37621
      7 144197
      6 90988
      6 59534
      6 56723
      6 48699
      6 48698
      6 41447
      6 302047
      6 28743
      6 27706
      6 1676925
      6 166361
      6 150288
      6 134920
      5 9901
      5 9749
      5 88015
      5 8255
      5 8218
      5 80972
      5 72004
      5 6850
      5 52670
      5 50954
      5 43689
      5 433405
      5 34816
      5 224129
      4 9999
      4 9995
      4 9993
      4 9974
      4 9874
      4 9818
      4 9807
      4 9798
      4 9785
      4 9778
      4 9767
      4 9731
      4 9720
      4 9716
      4 9715
      4 9711
      4 9707
      4 9696
      4 9691
      4 9644
      4 9627
      4 95912
      4 9568
      4 9545
      4 9531
      4 9515
      4 9430
      4 9423
      4 9407
      4 9402
      4 9371
      4 9365
      4 93162
      4 90247
      4 885580
      4 8663
      4 81572
      4 8153
      4 7868
      4 76717
      4 61384
      4 60711
      4 54180
      4 54131
      4 51338
      4 51298
      4 46731
      4 447135
      4 42254
      4 41117
      4 40151
      4 37293
      4 35570
      4 34886
      4 34884
      4 34882
      4 34839
      4 32507
      4 30611
      4 30538
      4 29139
      4 291302
      4 29078
      4 29073
      4 28737
      4 28612
      4 27679
      4 27622
      4 2715852
      4 2652724
      4 246437
      4 225400
      4 192404
      4 189058
      4 185453
      4 161590
      4 1608482
      4 158814
      4 146911
      4 143302
      4 143292
      4 143291
      4 132908
      4 130825
      4 118797
      4 109478
      4 109280
      4 1026970
      4 10181
      4 10160
      4 10141
      4 100897
      4 10047
      4 10036
      4 10020
      3 9713
      3 94885
      3 9361
      3 8673
      3 8496
      3 8208
      3 7897
      3 7515
      3 72781
      3 7048
      3 6956
      3 6945
      3 61621
      3 61221
      3 59472
      3 59463
      3 520822
      3 50429
      3 491861
      3 482537
      3 460826
      3 400682
      3 38654
      3 379532
      3 34720
      3 303518
      3 218467
      3 186990
      3 1868482
      3 183418
      3 176946
      3 158441
      3 156304
      3 13735
      3 12957
      3 125878
      3 115081
      3 114398
      3 106734
      3 104688
      3 103944
      3 103695
      2 9837
      2 94835
      2 935657
      2 9233
      2 9172
      2 9160
      2 9054
      2 9002
      2 8954
      2 8932
      2 8897
      2 8845
      2 8801
      2 8790
      2 85066
      2 8502
      2 83485
      2 77166
      2 76194
      2 7539
      2 7463
      2 7462
      2 7461
      2 7396
      2 7370
      2 7266
      2 7263
      2 7232
      2 7213
      2 7209
      2 7160
      2 7092
      2 70779
      2 7054
      2 68294
      2 680683
      2 66420
      2 649802
      2 64838
      2 64793
      2 64791
      2 6412
      2 6279
      2 62625
      2 613905
      2 6105
      2 610380
      2 609295
      2 597456
      2 57421
      2 57068
      2 56313
      2 561572
      2 55661
      2 516756
      2 50402
      2 48883
      2 486640
      2 48498
      2 478635
      2 471704
      2 456900
      2 454923
      2 44394
      2 41895
      2 415028
      2 411798
      2 356909
      2 35019
      2 34638
      2 34620
      2 345164
      2 334116
      2 328815
      2 32264
      2 321398
      2 308060
      2 30464
      2 30410
      2 300111
      2 294128
      2 29053
      2 28610
      2 28588
      2 2705177
      2 2448451
      2 222816
      2 221976
      2 219809
      2 217634
      2 211228
      2 207650
      2 202533
      2 198806
      2 188379
      2 181119
      2 178035
      2 176057
      2 174628
      2 164674
      2 156563
      2 1477025
      2 144034
      2 143995
      2 142686
      2 132113
      2 128390
      2 118200
      2 114329
      2 110193
      2 109461
      2 105785
      2 104421
      2 103933
      2 103372
      2 10029
      1 97097
      1 94827
      1 925459
      1 9238
      1 9209
      1 91411
      1 8969
      1 79782
      1 7493
      1 743375
      1 742174
      1 7038
      1 6706
      1 58002
      1 57412
      1 57397
      1 54383
      1 54380
      1 54374
      1 52644
      1 51031
      1 37040
      1 36300
      1 30455
      1 30419
      1 30207
      1 2897299
      1 286706
      1 279965
      1 27405
      1 265458
      1 240206
      1 194338
      1 188344
      1 187382
      1 175835
      1 161013
      1 1529436
      1 143950
      1 143948
      1 136037
      1 133901
      1 133065
      1 13164
      1 121845
      1 121530
