     52 -9223372036854775808
     33 7574
     21 6454
     18 36100
     16 37623
     13 7741
     13 6573
     11 225164
     10 7725
     10 37621
     10 1608454
      9 75366
      9 6500
      9 48701
      9 48699
      8 48698
      8 307959
      7 52670
      7 43700
      7 42526
      7 40690
      7 28612
      7 166361
      7 144197
      6 88015
      6 7160
      6 56723
      6 41447
      6 34816
      6 302047
      6 28743
      6 27706
      6 1676925
      6 156304
      6 150288
      6 134920
      5 9545
      5 90988
      5 8255
      5 80972
      5 72781
      5 7048
      5 6850
      5 59534
      5 433405
      5 35570
      5 32507
      5 303518
      5 2652724
      5 224129
      5 144034
      5 114398
      4 9901
      4 9874
      4 9749
      4 9731
      4 9711
      4 9707
      4 9568
      4 9430
      4 935657
      4 83485
      4 8218
      4 8153
      4 7868
      4 72004
      4 7054
      4 6945
      4 64791
      4 613905
      4 59472
      4 54131
      4 51031
      4 50954
      4 50429
      4 486640
      4 471704
      4 46731
      4 43689
      4 41117
      4 379532
      4 37293
      4 300111
      4 29078
      4 218467
      4 217634
      4 183418
      4 161590
      4 158814
      4 158441
      4 146911
      4 118797
      4 115081
      4 109280
      4 104688
      4 103372
      3 9999
      3 9995
      3 9993
      3 9974
      3 9818
      3 9807
      3 9798
      3 9785
      3 9778
      3 9767
      3 9720
      3 9716
      3 9715
      3 97097
      3 9696
      3 9691
      3 9644
      3 9627
      3 95912
      3 9531
      3 9515
      3 94885
      3 9423
      3 9407
      3 9402
      3 9371
      3 9365
      3 9361
      3 93162
      3 9233
      3 90247
      3 8932
      3 885580
      3 8673
      3 8663
      3 8496
      3 8208
      3 81572
      3 79782
      3 7897
      3 77166
      3 76717
      3 7539
      3 7515
      3 7463
      3 7462
      3 7461
      3 7396
      3 7370
      3 7266
      3 7263
      3 7232
      3 7213
      3 7209
      3 7092
      3 6956
      3 64838
      3 64793
      3 6412
      3 6279
      3 61621
      3 61384
      3 61221
      3 610380
      3 609295
      3 60711
      3 597456
      3 561572
      3 54180
      3 516756
      3 51338
      3 51298
      3 491861
      3 460826
      3 456900
      3 454923
      3 447135
      3 44394
      3 42254
      3 41895
      3 411798
      3 40151
      3 400682
      3 38654
      3 34886
      3 34884
      3 34882
      3 34839
      3 34720
      3 30611
      3 30538
      3 29139
      3 291302
      3 29073
      3 29053
      3 28737
      3 28588
      3 27679
      3 27622
      3 2715852
      3 2705177
      3 246437
      3 2448451
      3 225400
      3 222816
      3 219809
      3 211228
      3 207650
      3 202533
      3 192404
      3 189058
      3 186990
      3 1868482
      3 185453
      3 178035
      3 176946
      3 174628
      3 1608482
      3 143995
      3 143302
      3 143292
      3 143291
      3 142686
      3 13735
      3 132908
      3 132113
      3 130825
      3 12957
      3 125878
      3 121845
      3 110193
      3 109478
      3 106734
      3 105785
      3 104421
      3 103944
      3 103933
      3 103695
      3 1026970
      3 10181
      3 10160
      3 10141
      3 100897
      3 10047
      3 10036
      3 10020
      2 9837
      2 9713
      2 94835
      2 94827
      2 9172
      2 9160
      2 91411
      2 9054
      2 9002
      2 8954
      2 8897
      2 8845
      2 8801
      2 8790
      2 85066
      2 8502
      2 7668
      2 76194
      2 7493
      2 743375
      2 70779
      2 7038
      2 68294
      2 680683
      2 6706
      2 66420
      2 649802
      2 62625
      2 6105
      2 59463
      2 57421
      2 57068
      2 56313
      2 55661
      2 54374
      2 520822
      2 50402
      2 48883
      2 48498
      2 482537
      2 478635
      2 415028
      2 356909
      2 35019
      2 34638
      2 34620
      2 345164
      2 334116
      2 328815
      2 32264
      2 321398
      2 308060
      2 30464
      2 30455
      2 30410
      2 30207
      2 294128
      2 286706
      2 28610
      2 279965
      2 240206
      2 221976
      2 198806
      2 194338
      2 188379
      2 188344
      2 181119
      2 176057
      2 164674
      2 161013
      2 156563
      2 1529436
      2 1477025
      2 136037
      2 133901
      2 128390
      2 118200
      2 114329
      2 109461
      2 10029
      1 925459
      1 9238
      1 9209
      1 8969
      1 742174
      1 6210
      1 58002
      1 57412
      1 57397
      1 54383
      1 54380
      1 52644
      1 37040
      1 36300
      1 30419
      1 2897299
      1 27405
      1 265458
      1 187382
      1 175835
      1 143950
      1 143948
      1 133065
      1 13164
      1 121530
      1 10228
      1 10224
