     24 29159
     22 7739
     21 6565
     21 1735272
     17 7957
     14 2607531
     13 7906
     12 6579
     11 400727
     10 8010
     10 7962
     10 7936
     10 7757
     10 29144
      9 8040
      9 8019
      9 7913
      9 69293
      8 8240
      8 8078
      8 8022
      8 74940
      8 37003
      8 310915
      8 283035
      8 118141
      7 9612
      7 8236
      7 8128
      7 8084
      7 8083
      7 63155
      7 54343
      7 47969
      7 417921
      7 33528
      7 28829
      7 2691554
      7 1606681
      7 158456
      7 1250792
      6 9940
      6 9860
      6 8364
      6 8245
      6 8177
      6 8168
      6 8167
      6 8103
      6 8023
      6 8018
      6 7888
      6 72105
      6 586833
      6 56716
      6 55291
      6 386614
      6 34773
      6 32473
      6 310571
      6 241271
      6 215358
      6 181472
      6 160734
      6 1574408
      6 119488
      5 9925
      5 9915
      5 9913
      5 9823
      5 941984
      5 8469
      5 8267
      5 8049
      5 7955
      5 7950
      5 419612
      5 409849
      5 390379
      5 375764
      5 36176
      5 35005
      5 30732
      5 30522
      5 27794
      5 27675
      5 244447
      5 1203425
      5 113540
      4 9986
      4 9978
      4 9838
      4 9796
      4 9793
      4 9771
      4 9755
      4 9739
      4 9704
      4 9694
      4 9689
      4 9685
      4 9646
      4 9606
      4 9601
      4 9598
      4 9593
      4 9565
      4 9544
      4 9483
      4 9337
      4 9305
      4 9261
      4 9258
      4 89462
      4 8407
      4 8090
      4 8081
      4 8005
      4 79684
      4 61853
      4 61622
      4 61383
      4 59861
      4 591936
      4 52239
      4 494514
      4 452646
      4 451745
      4 43179
      4 42514
      4 42100
      4 38674
      4 37032
      4 37029
      4 36723
      4 33562
      4 30608
      4 29088
      4 191870
      4 161584
      4 13616
      4 13397
      4 109905
      4 106582
      4 105023
      4 1047088
      4 10042
      4 10041
      4 10029
      3 9541
      3 89673
      3 8524
      3 8520
      3 8479
      3 8384
      3 80427
      3 7918
      3 74926
      3 7130
      3 64176
      3 61156
      3 45264
      3 38358
      3 35658
      3 307658
      3 30331
      3 28377
      3 260615
      3 1825980
      3 10117
      3 10116
      3 10093
      3 10090
      3 10089
      2 93934
      2 9244
      2 91951
      2 91739
      2 9157
      2 9103
      2 8996
      2 8962
      2 8884
      2 8869
      2 8839
      2 87175
      2 84834
      2 8355
      2 8030
      2 7460
      2 7425
      2 7245
      2 7243
      2 7241
      2 7240
      2 7238
      2 7237
      2 7229
      2 7227
      2 7226
      2 7217
      2 72036
      2 7176
      2 7173
      2 7165
      2 7159
      2 7111
      2 7091
      2 7070
      2 6941
      2 684658
      2 59916
      2 59894
      2 59729
      2 543639
      2 52904
      2 45807
      2 41139
      2 40157
      2 396416
      2 34903
      2 34632
      2 34506
      2 343691
      2 33412
      2 32391
      2 32260
      2 30069
      2 30066
      2 30019
      2 296741
      2 28584
      2 2817044
      2 219594
      2 2015173
      2 195615
      2 1486046
      2 148594
      2 13686
      2 13146
      2 13037
      2 129105
      2 120794
      2 1196302
      2 116150
      1 9031
      1 7994
      1 7719
      1 7167
      1 7029
      1 6687
      1 43146
      1 35525
      1 30213
      1 30195
      1 2489341
      1 189513
      1 1518534
      1 108931
